0	1740709888
1	1740709888
2	1740709888
3	1740709888
4	1740709888
5	1740709888
6	1740709888
7	1740709888
8	1740709888
9	1740709888
10	1740709888
11	1740709888
12	1740709888
13	1740709888
14	1740709888
15	1740709888
16	1740709888
17	1740709888
18	1740709888
19	1740709888
20	1740709888
21	1740709888
22	1740709888
23	1740709888
24	1740709888
25	1740709888
26	1740709888
27	1740709888
28	1740709888
29	1740709888
30	1740709888
31	1740709888
32	1740709888
33	1740709888
34	1740709888
35	1740709888
36	1740709888
37	1740709888
38	1740709888
39	1740709888
40	1740709888
41	1740709888
42	1740709888
43	1740709888
44	1740709888
45	1740709888
46	1740709888
47	1740709888
48	1740709888
49	1740709888
50	1740709888
51	1740709888
52	1740709888
53	1740709888
54	1740709888
55	1740709888
56	1740709888
57	1740709888
58	1740709888
59	1740709888
60	1740709888
61	1740709888
62	1740709888
63	1740709888
64	1740709888
65	1740709888
66	1740709888
67	1740709888
68	1740709888
69	1740709888
70	1740709888
71	1740709888
72	1740709888
73	1740709888
74	1740709888
75	1740709888
76	1740709888
77	1740709888
78	1740709888
79	1740709888
80	1740709888
81	1740709888
82	1740709888
83	1740709888
84	1740709888
85	1740709888
86	1740709888
87	1740709888
88	1740709888
89	1740709888
90	1740709888
91	1740709888
92	1740709888
93	1740709888
94	1740709888
95	1740709888
96	1740709888
97	1740709888
98	1740709888
99	1740709888
100	1740709888
101	1740709888
102	1740709888
103	1740709888
104	1740709888
105	1740709888
106	1740709888
107	1740709888
108	1740709888
109	1740709888
110	1740709888
111	1740709888
112	1740709888
113	1740709888
114	1740709888
115	1740709888
116	1740709888
117	1740709888
118	1740709888
119	1740709888
120	1740709888
121	1740709888
122	1740709888
123	1740709888
124	1740709888
125	1740709888
126	1740709888
127	1740709888
128	1740709888
129	1740709888
130	1740709888
131	1740709888
132	1740709888
133	1740709888
134	1740709888
135	1740709888
136	1740709888
137	1740709888
138	1740709888
139	1740709888
140	1740709888
141	1740709888
142	1740709888
143	1740709888
144	1740709888
145	1740709888
146	1740709888
147	1740709888
148	1740709888
149	1740709888
150	1740709888
151	1740709888
152	1740709888
153	1740709888
154	1740709888
155	1740709888
156	1740709888
157	1740709888
158	1740709888
159	1740709888
160	1740709888
161	1740709888
162	1740709888
163	1740709888
164	1740709888
165	1740709888
166	1740709888
167	1740709888
168	1740709888
169	1740709888
170	1740709888
171	1740709888
172	1740709888
173	1740709888
174	1740709888
175	1740709888
176	1740709888
177	1740709888
178	1740709888
179	1740709888
180	1740709888
181	1740709888
182	1740709888
183	1740709888
184	1740709888
185	1740709888
186	1740709888
187	1740709888
188	1740709888
189	1740709888
190	1740709888
191	1740709888
192	1740709888
193	1740709888
194	1740709888
195	1740709888
196	1740709888
197	1740709888
198	1740709888
199	1740709888
200	1740709888
201	1740709888
202	1740709888
203	1740709888
204	1740709888
205	1740709888
206	1740709888
207	1740709888
208	1740709888
209	1740709888
210	1740709888
211	1740709888
212	1740709888
213	1740709888
214	1740709888
215	1740709888
216	1740709888
217	1740709888
218	1740709888
219	1740709888
220	1740709888
221	1740709888
222	1740709888
223	1740709888
224	1740709888
