129.54552, 7.7174773, 59, 5, 0, 33, 39, 0, 0, 7, 157, 19, 0, 0, 0, 0, 0, 23, 157, 34, 0, 0, 0, 0, 0, 6, 82, 9, 0, 0, 0, 0, 0, 1, 66, 11, 0, 18, 9, 0, 0, 5, 157, 43, 0, 0, 0, 0, 0, 7, 157, 5, 0, 0, 0, 0, 0, 33, 105, 1, 0, 0, 0, 0, 0, 19, 57, 1, 0, 1, 0, 0, 0, 19, 157, 2, 0, 0, 0, 0, 0, 19, 157, 0, 0, 0, 0, 0, 0, 17, 113, 0, 0, 0, 0, 0, 0, 15, 54, 1, 0, 0, 0, 0, 0, 4, 157, 0, 0, 0, 0, 0, 0, 10, 157, 1, 0, 0, 0, 0, 0, 6, 98, 0, 0, 0, 0, 0, 0, 3
  184.34184, 7.7260656, 68, 2, 0, 0, 0, 0, 0, 1, 163, 5, 0, 0, 0, 0, 0, 2, 163, 1, 0, 0, 0, 0, 0, 7, 67, 0, 0, 0, 0, 0, 0, 1, 85, 0, 0, 0, 0, 0, 0, 1, 163, 1, 0, 0, 0, 0, 0, 14, 163, 2, 0, 0, 0, 0, 0, 19, 82, 1, 0, 0, 0, 0, 0, 1, 88, 1, 0, 0, 0, 0, 0, 1, 163, 7, 0, 0, 0, 0, 0, 3, 163, 17, 0, 0, 0, 0, 0, 2, 85, 3, 0, 0, 0, 0, 0, 0, 67, 1, 0, 0, 0, 0, 0, 1, 163, 3, 0, 0, 0, 0, 0, 2, 163, 4, 0, 0, 0, 0, 0, 4, 70, 1, 0, 0, 0, 0, 0, 1
  27.860537, 18.836399, 6, 0, 0, 20, 0, 0, 0, 132, 2, 0, 4, 132, 1, 0, 0, 103, 1, 0, 2, 132, 7, 0, 4, 28, 4, 1, 1, 26, 3, 0, 4, 91, 4, 0, 3, 132, 7, 0, 0, 111, 31, 8, 19, 132, 1, 0, 2, 19, 18, 1, 1, 21, 5, 0, 19, 87, 5, 2, 4, 62, 15, 0, 2, 39, 2, 1, 2, 132, 38, 20, 65, 7, 80, 7, 5, 28, 2, 2, 80, 54, 50, 2, 0, 4, 14, 9, 48, 41, 1, 0, 0, 16, 36, 30, 50, 2, 0, 0, 16, 4, 7, 24, 132, 3, 3, 0, 22, 3, 0, 2, 132, 38, 3, 2, 23, 1, 1, 8, 132, 24, 1, 5, 8, 0, 1, 19, 132, 3
  129.86597, 20.991138, 0, 0, 0, 1, 5, 5, 0, 0, 43, 0, 1, 3, 8, 0, 0, 15, 164, 1, 0, 0, 0, 0, 0, 123, 65, 2, 2, 12, 9, 0, 0, 45, 0, 0, 0, 1, 18, 36, 0, 0, 114, 4, 1, 4, 18, 3, 0, 7, 164, 8, 1, 1, 0, 0, 0, 37, 55, 6, 4, 33, 15, 1, 0, 4, 0, 0, 0, 0, 56, 139, 0, 0, 106, 10, 0, 0, 24, 19, 0, 1, 164, 60, 0, 0, 1, 0, 0, 0, 48, 14, 1, 4, 22, 7, 2, 0, 0, 0, 0, 0, 39, 164, 9, 0, 36, 11, 0, 0, 13, 144, 9, 0, 164, 115, 0, 0, 2, 7, 0, 0, 52, 45, 2, 2, 2, 2, 1, 0
  31.29043, 21.746798, 3, 0, 1, 135, 33, 1, 0, 11, 74, 33, 19, 117, 13, 2, 0, 1, 135, 38, 2, 1, 99, 12, 0, 0, 1, 0, 0, 0, 135, 20, 0, 0, 0, 0, 1, 81, 61, 46, 3, 0, 101, 8, 1, 12, 17, 56, 12, 9, 135, 21, 0, 0, 98, 11, 1, 3, 3, 0, 0, 0, 135, 25, 0, 0, 6, 17, 5, 9, 28, 21, 2, 0, 65, 2, 0, 9, 49, 27, 4, 4, 135, 13, 0, 0, 78, 9, 1, 3, 5, 0, 0, 1, 135, 22, 0, 0, 37, 14, 1, 1, 28, 5, 1, 1, 48, 7, 0, 5, 62, 5, 0, 0, 135, 18, 0, 1, 48, 4, 0, 0, 7, 1, 0, 1, 135, 16, 0, 0
  101.25536, 22.003798, 4, 0, 0, 144, 33, 0, 0, 1, 144, 1, 0, 41, 5, 0, 0, 69, 144, 1, 0, 0, 0, 1, 2, 103, 11, 8, 8, 3, 2, 5, 2, 6, 17, 0, 0, 63, 43, 1, 0, 4, 144, 3, 0, 3, 3, 0, 0, 57, 144, 4, 0, 0, 0, 3, 9, 67, 9, 1, 1, 1, 3, 37, 58, 19, 18, 2, 0, 8, 23, 6, 0, 2, 144, 65, 0, 0, 1, 1, 0, 6, 144, 98, 0, 0, 0, 0, 2, 10, 35, 45, 12, 6, 4, 11, 30, 14, 3, 3, 0, 7, 16, 4, 2, 2, 144, 68, 0, 2, 3, 0, 4, 33, 144, 90, 0, 0, 0, 0, 1, 44, 21, 44, 15, 4, 1, 0, 5, 18
  87.226662, 24.128588, 0, 104, 73, 0, 0, 2, 2, 0, 18, 150, 155, 0, 1, 1, 0, 0, 155, 141, 30, 0, 0, 0, 0, 0, 38, 12, 5, 32, 9, 0, 0, 0, 0, 4, 7, 0, 3, 19, 12, 1, 111, 38, 23, 1, 4, 19, 3, 10, 155, 51, 3, 1, 0, 0, 0, 9, 53, 11, 2, 15, 20, 7, 3, 0, 0, 1, 2, 2, 13, 10, 2, 0, 102, 15, 0, 2, 11, 8, 1, 4, 155, 85, 0, 0, 0, 0, 0, 3, 52, 28, 11, 1, 1, 3, 5, 1, 0, 0, 0, 1, 25, 25, 0, 0, 29, 18, 0, 1, 9, 5, 0, 0, 155, 155, 0, 0, 1, 0, 0, 0, 41, 88, 11, 3, 0, 0, 0, 0
  91.12867, 25.990038, 3, 146, 47, 0, 0, 0, 0, 0, 2, 141, 135, 1, 0, 0, 0, 0, 28, 72, 59, 6, 1, 0, 0, 1, 23, 9, 3, 9, 2, 0, 3, 9, 0, 110, 54, 0, 1, 5, 1, 0, 37, 146, 129, 0, 0, 0, 0, 0, 146, 146, 18, 0, 0, 0, 0, 0, 41, 19, 9, 34, 4, 0, 0, 0, 0, 3, 4, 0, 6, 21, 4, 0, 146, 36, 8, 0, 1, 6, 1, 15, 146, 32, 1, 0, 0, 0, 0, 14, 48, 7, 1, 12, 12, 7, 3, 1, 0, 0, 0, 1, 20, 11, 0, 0, 117, 16, 0, 1, 2, 1, 0, 5, 146, 55, 0, 0, 0, 0, 0, 4, 33, 20, 7, 0, 0, 2, 3, 1
  53.75148, 33.410892, 0, 0, 0, 11, 9, 0, 0, 0, 35, 0, 0, 14, 24, 0, 0, 13, 164, 0, 0, 1, 1, 0, 0, 126, 128, 3, 0, 0, 0, 1, 4, 98, 0, 0, 0, 11, 17, 1, 0, 0, 97, 2, 0, 9, 25, 1, 0, 11, 164, 4, 0, 0, 0, 0, 0, 52, 164, 43, 1, 0, 0, 0, 0, 13, 0, 0, 0, 2, 17, 3, 0, 0, 99, 11, 0, 1, 31, 3, 0, 0, 164, 70, 0, 0, 0, 0, 0, 3, 138, 50, 1, 0, 0, 0, 0, 3, 0, 0, 2, 10, 7, 0, 0, 0, 36, 12, 0, 5, 17, 1, 5, 11, 164, 86, 0, 0, 0, 0, 3, 38, 125, 55, 0, 0, 0, 0, 0, 18
  56.515377, 35.528103, 12, 0, 0, 13, 16, 0, 0, 5, 156, 0, 0, 2, 3, 0, 0, 101, 156, 3, 0, 0, 0, 0, 2, 120, 22, 4, 0, 0, 4, 39, 25, 33, 41, 1, 0, 6, 22, 1, 0, 4, 156, 3, 0, 0, 1, 0, 0, 51, 156, 37, 0, 0, 0, 0, 0, 20, 34, 56, 23, 15, 4, 9, 4, 5, 42, 4, 0, 1, 27, 2, 0, 0, 156, 61, 0, 0, 1, 0, 0, 4, 156, 60, 0, 0, 0, 0, 0, 4, 25, 21, 13, 10, 5, 12, 9, 12, 13, 3, 0, 5, 10, 0, 11, 16, 156, 51, 0, 0, 1, 0, 11, 71, 156, 52, 0, 0, 0, 0, 2, 40, 49, 25, 1, 0, 2, 11, 7, 13
  56.450302, 35.93338, 4, 0, 0, 15, 15, 0, 0, 1, 154, 0, 0, 4, 5, 0, 0, 81, 154, 3, 0, 0, 0, 0, 0, 129, 38, 6, 0, 0, 2, 24, 20, 45, 17, 0, 0, 5, 27, 1, 0, 1, 154, 2, 0, 1, 4, 0, 0, 47, 154, 23, 0, 0, 0, 0, 0, 30, 50, 62, 18, 9, 2, 4, 2, 5, 18, 2, 0, 3, 28, 1, 0, 0, 154, 51, 0, 0, 4, 0, 0, 3, 154, 66, 0, 0, 0, 0, 0, 4, 40, 22, 8, 5, 3, 9, 8, 15, 4, 1, 1, 7, 7, 0, 17, 22, 151, 31, 0, 0, 1, 0, 27, 101, 154, 42, 0, 0, 0, 0, 5, 67, 58, 26, 1, 0, 1, 6, 5, 16
  6.0582657, 37.569912, 5, 0, 3, 82, 1, 0, 1, 160, 47, 42, 59, 148, 0, 0, 0, 23, 160, 85, 18, 4, 0, 0, 0, 0, 31, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 160, 26, 5, 11, 24, 123, 14, 10, 87, 7, 6, 28, 17, 160, 35, 1, 0, 0, 0, 1, 8, 46, 6, 0, 0, 0, 0, 0, 0, 5, 0, 0, 45, 15, 6, 34, 41, 63, 1, 1, 4, 3, 21, 86, 44, 160, 10, 0, 0, 0, 1, 5, 31, 50, 3, 0, 0, 0, 0, 0, 0, 7, 0, 2, 34, 1, 1, 3, 64, 36, 18, 18, 45, 4, 6, 8, 9, 160, 37, 2, 1, 0, 0, 1, 4, 38, 4, 0, 0, 0, 0, 0, 0
  139.91479, 37.817955, 2, 44, 8, 0, 0, 0, 0, 0, 43, 121, 28, 0, 0, 0, 0, 0, 180, 69, 4, 0, 1, 1, 3, 11, 58, 2, 0, 10, 43, 52, 14, 8, 1, 6, 6, 0, 0, 1, 2, 0, 141, 28, 5, 0, 0, 0, 1, 4, 180, 11, 0, 1, 1, 0, 0, 24, 66, 3, 1, 15, 73, 1, 0, 2, 0, 0, 0, 0, 0, 2, 11, 1, 152, 9, 0, 0, 0, 1, 5, 7, 180, 49, 0, 1, 2, 0, 0, 9, 49, 10, 0, 7, 49, 13, 0, 1, 0, 0, 0, 0, 2, 3, 2, 1, 57, 27, 1, 1, 4, 2, 1, 1, 180, 166, 0, 0, 0, 0, 0, 0, 53, 47, 1, 2, 19, 13, 0, 0
